SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
ANMOL,EQ,15.9,16.22,15.2,15.83,15.99,15.65,31712,502020.28,29-Jul-2025,328,INE02AR01019
ANNAPURNA,SM,276.5,283,269.1,282.5,282.9,275.2,533750,145915837.50,29-Jul-2025,409,INE0MGM01017
ANSALAPI,BZ,5.62,5.62,5.5,5.5,5.5,5.62,19912,109516.12,29-Jul-2025,35,INE436A01026
ANTGRAPHIC,EQ,1.2,1.23,1.17,1.19,1.19,1.18,380919,456549.13,29-Jul-2025,362,INE414B01021
ANTHEM,EQ,747.6,788.35,747.05,782.45,786.5,755.9,4307521,3319336112.00,29-Jul-2025,90093,INE0CZ201020
AWHCL,EQ,587,595.8,576.2,586.4,589,589.15,80017,46947746.00,29-Jul-2025,6095,INE01BK01022
ANUHPHR,EQ,98,99.85,96.51,99.06,99.35,97.69,39145,3841869.92,29-Jul-2025,900,INE489G01022
ANURAS,EQ,1130.1,1140,1121.1,1130.5,1139.4,1130.7,138790,156964683.40,29-Jul-2025,6126,INE930P01018
ANYA,SM,26.95,26.95,26.5,26.75,26.7,26.95,160000,4281000.00,29-Jul-2025,23,INE0SI601032
AONELIQUID,EQ,1018.68,1018.68,1018.66,1018.67,1018.66,1018.53,16211,16513581.28,29-Jul-2025,134,INF1J2R01056
AONENIFTY,EQ,10.39,10.39,10.07,10.11,10.13,10.09,137231,1387366.50,29-Jul-2025,1484,INF1J2R01064
AONETOTAL,EQ,11.74,11.74,11.45,11.67,11.73,11.58,480263,5566391.93,29-Jul-2025,1837,INF1J2R01015
APARINDS,EQ,8650,9855,8501,9681.5,9720,8665,1057407,10065814590.50,29-Jul-2025,181510,INE372A01015
APCOTEXIND,EQ,392,429.7,392,418.75,415.65,396.55,124077,51862807.05,29-Jul-2025,7027,INE116A01032
APEXECO,SM,119.1,119.2,118.5,118.5,118.5,118.9,6400,761440.00,29-Jul-2025,4,INE0T4V01015
APEX,EQ,245.8,246.99,239.81,243.99,244.1,245.32,44425,10815634.95,29-Jul-2025,1182,INE346W01013
APLAPOLLO,EQ,1503,1527.6,1494,1514.9,1515.2,1504.8,819000,1239341006.70,29-Jul-2025,56341,INE702C01027
930APMD28,N0,100513.91,100513.91,100513.91,100513.91,100513.91,100513.91,5,502569.55,29-Jul-2025,1,INE0TLC07093
930APMD35,N0,101856.28,101856.28,101856.28,101856.28,101856.28,101831.51,28,2851975.84,29-Jul-2025,4,INE0TLC07036
930APMD34,N0,101539.28,101705,101539.25,101539.25,101539.25,101514.61,200,20331056.20,29-Jul-2025,7,INE0TLC07044
APOLLOHOSP,EQ,7356.5,7469,7310.5,7456,7469,7356.5,336770,2502669369.00,29-Jul-2025,32681,INE437A01024
APOLLO,EQ,181.45,181.64,173.6,177.77,177,181.43,9293086,1656401659.91,29-Jul-2025,57237,INE713T01028
APOLLOPIPE,EQ,405.95,407.3,401.45,404.4,404.15,403.75,60008,24271574.90,29-Jul-2025,2287,INE126J01016
APOLSINHOT,EQ,1425.3,1445,1370,1382.6,1370,1399.4,1219,1711953.50,29-Jul-2025,324,INE451F01024
APOLLOTYRE,EQ,451.9,458.5,449.05,455.9,455.5,451.95,259720,118222544.10,29-Jul-2025,10708,INE438A01022
APTECHT,BE,131.75,134.7,127.99,129.98,130.9,131.8,97305,12593624.08,29-Jul-2025,1043,INE266F01018
APTUS,EQ,337.7,342.45,324.75,331,331,339.35,1150629,379007503.65,29-Jul-2025,36958,INE852O01025
ARABIAN,SM,86.5,86.5,86.5,86.5,86.5,85,2000,173000.00,29-Jul-2025,1,INE08NJ01024
ACI,EQ,635,649.3,628.35,639.8,640.3,663.4,339800,216611820.35,29-Jul-2025,17773,INE128X01021
ADL,BE,85.35,89.12,85.35,88.73,88.73,84.93,428,37097.58,29-Jul-2025,8,INE0CHO01012
ARCHIDPLY,EQ,108,110.75,107,108.78,108.25,108.21,55267,5995488.55,29-Jul-2025,1270,INE877I01016
ARCHIES,BE,19.98,19.98,19.6,19.67,19.91,19.52,5973,117976.38,29-Jul-2025,37,INE731A01020
ARFIN,EQ,32,32.59,31.43,31.53,31.5,31.86,17798,568907.11,29-Jul-2025,375,INE784R01023
ARHAM,SM,82,82,81.05,82,82,80.3,5000,409000.00,29-Jul-2025,5,INE0L2Y01011
ARIES,EQ,370.55,402.9,365.05,383.65,379,370.55,454613,176963109.60,29-Jul-2025,10806,INE298I01015
ARIHANTCAP,EQ,100.07,101.18,98.12,100.05,100.43,100.07,395948,39531039.67,29-Jul-2025,4122,INE420B01036
ARIHANTSUP,EQ,433.85,438.05,415.95,434.05,432.75,433.3,34229,14829224.95,29-Jul-2025,1428,INE643K01018
ARISINFRA,EQ,138.45,139.3,136,137.07,137.15,138.82,258123,35404588.63,29-Jul-2025,9246,INE0H9P01028
ARISTO,ST,122.5,122.5,120,120,120,121.1,4800,584000.00,29-Jul-2025,3,INE082101010
ARKADE,EQ,193.1,195.93,192.01,193.57,193.41,193.35,502260,97172169.27,29-Jul-2025,9421,INE0QRL01017
ARMANFIN,EQ,1600,1640,1600,1631,1630,1614,16000,25998095.00,29-Jul-2025,1865,INE109C01017
AROGRANITE,EQ,38.3,38.3,37.32,37.75,37.7,37.64,1812,68409.70,29-Jul-2025,104,INE210C01013
ARROWGREEN,EQ,753.3,759.9,740.1,750.2,750.4,750.3,18769,14084392.65,29-Jul-2025,1117,INE570D01018
ARSSINFRA,BE,56.37,56.37,52.5,55.25,55.25,55,13781,762153.17,29-Jul-2025,70,INE267I01010
ARTNIRMAN,BE,56.5,56.5,54,55.32,55.95,54,322,17844.30,29-Jul-2025,15,INE738V01013
ARTEMISMED,EQ,238.25,238.25,226,234.6,233,238.25,313921,72685065.35,29-Jul-2025,8086,INE025R01021
ARUNAYA,ST,23.7,25,23.2,23.5,23.5,24.25,40000,961600.00,29-Jul-2025,20,INE0TTG01017
ARVEE,EQ,164,168,160,165.92,165,160.36,744,123790.23,29-Jul-2025,53,INE006Z01016
ARVINDFASN,EQ,518,562,504.1,540.8,538,500.35,5483326,2966668329.35,29-Jul-2025,155673,INE955V01021
ARVIND,EQ,341.8,352.95,327,331.5,330,335.3,1636710,555074644.25,29-Jul-2025,45553,INE034A01011
ARVINDPORT,ST,55,57,53.1,56.95,57,55,16500,898500.00,29-Jul-2025,11,INE0P4T01013
ARVSMART,EQ,627,627.2,597.05,609.35,609.15,622.6,233656,142161000.45,29-Jul-2025,15992,INE034S01021
ASAHIINDIA,EQ,820,835.9,819.95,831.8,831.5,833.7,92033,76337195.30,29-Jul-2025,7746,INE439A01020
ASAHISONG,BE,430,453.7,410.5,410.5,410.5,432.1,41923,18283490.70,29-Jul-2025,301,INE228I01012
ASHALOG,SM,70.8,72.3,70.6,70.6,70.6,71.5,6000,427550.00,29-Jul-2025,6,INE0LAA01017
ASHAPURMIN,EQ,532.1,548.25,530.25,544.7,546.5,535.35,285047,153915905.70,29-Jul-2025,9998,INE348A01023
ASHIANA,EQ,318.8,318.8,309.45,316.9,316.5,314.1,28533,8966384.55,29-Jul-2025,2160,INE365D01021
ASHIMASYN,BE,24.42,25.3,24,24.95,25,25.1,110816,2729542.13,29-Jul-2025,350,INE440A01010
ASHOKLEY,EQ,122.85,124.05,122.1,123.3,123,122.75,6535234,806001142.45,29-Jul-2025,38687,INE208A01029
ASHOKA,EQ,195.99,203.25,195,202.02,203.24,197.5,594109,118215691.26,29-Jul-2025,10076,INE442H01029
ASHOKAMET,EQ,17.29,17.29,16.61,16.85,16.8,17.08,23800,402339.55,29-Jul-2025,266,INE760Y01011
ASIANENE,EQ,303.4,331.8,299,330.05,328,305.05,1264937,408110334.20,29-Jul-2025,25149,INE276G01015
ASIANTILES,BE,57.19,59.2,55,58.96,59,56.43,213599,12219641.91,29-Jul-2025,857,INE022I01019
AHLEAST,EQ,161,162.48,156.94,160.39,159.5,157.66,3044,486606.42,29-Jul-2025,147,INE926K01017
ASIANHOTNR,EQ,367,367,337,340.2,337,351.5,5389,1854270.10,29-Jul-2025,149,INE363A01022
ASIANPAINT,EQ,2359,2418.3,2325,2401.5,2406.1,2359.6,1742815,4159305149.80,29-Jul-2025,114151,INE021A01026
ASKAUTOLTD,EQ,500,509,487.7,504.5,504.55,500,125529,62713874.35,29-Jul-2025,9295,INE491J01022
ASLIND,ST,48.35,48.35,48.3,48.35,48.35,46.05,30000,1450300.00,29-Jul-2025,12,INE617I01024
ASPINWALL,EQ,287.15,292.4,281.05,287.95,289.75,286.15,3034,873396.55,29-Jul-2025,239,INE991I01015
ASPIRE,ST,27.45,27.45,27.45,27.45,27.45,28,4000,109800.00,29-Jul-2025,2,INE0S7801010
ASALCBR,EQ,1081.4,1081.4,1034.6,1049.6,1050,1069.1,79452,83425124.80,29-Jul-2025,4578,INE073G01016
ASTEC,EQ,863.2,887.95,842.05,873.1,875.8,863.2,67173,58036314.60,29-Jul-2025,5580,INE563J01010
ASTERDM,EQ,576,593.15,575,591.5,591.8,576.35,372994,218534901.35,29-Jul-2025,16996,INE914M01019
ASTRAMICRO,EQ,950,972.4,944.9,960.2,960,963.4,200539,192120518.30,29-Jul-2025,11861,INE386C01029
ASTRAL,EQ,1412,1427.5,1407.2,1419.3,1423.5,1411.9,475975,674793866.40,29-Jul-2025,27527,INE006I01046
ASTRAZEN,EQ,8944.5,9000,8865.5,8947.5,8960,8937.5,16758,149809217.00,29-Jul-2025,3325,INE203A01020
ASTRON,EQ,14.77,15.29,14.68,15.17,15.2,14.76,14829,222235.72,29-Jul-2025,90,INE646X01014
ATALREAL,BE,19.37,19.37,18.24,18.83,19,19.2,383054,7133033.44,29-Jul-2025,446,INE0ALR01029
ATAM,EQ,101.95,101.99,98.05,100.08,101.26,99.46,22488,2242814.85,29-Jul-2025,819,INE09KD01013
ATCENERGY,SM,74.9,74.95,73.1,73.65,73.6,74.25,21600,1595640.00,29-Jul-2025,18,INE0V0Q01019
ATHERENERG,EQ,338.9,347.4,336.35,344.75,347,338.9,465160,159565958.30,29-Jul-2025,14616,INE0LEZ01016
ATLANTAA,EQ,33.24,34.85,32.51,34.28,34.8,32.96,33187,1112946.26,29-Jul-2025,469,INE285H01022
ATLASCYCLE,BE,130,130,130,130,130,130.56,2601,338130.00,29-Jul-2025,31,INE446A01025
ATMASTCO,SM,220,220,211.1,215.05,214,222.05,68000,14631340.00,29-Jul-2025,115,INE05DH01017
ATULAUTO,EQ,448,454.85,445,450.35,450.45,449.7,36814,16530279.15,29-Jul-2025,2056,INE951D01028
ATUL,EQ,6690,6785,6651,6719,6717,6706,21738,146062792.00,29-Jul-2025,7980,INE100A01010
AUBANK,EQ,727.9,741.8,727,739.95,740.25,727.35,2061754,1517577824.55,29-Jul-2025,60695,INE949L01017
AURDIS,SM,152,152.15,152,152.15,152.15,152,1875,285093.75,29-Jul-2025,3,INE448V01019
AURIONPRO,EQ,1316.9,1409.9,1316.9,1396,1391.8,1348.2,196866,270045383.00,29-Jul-2025,24394,INE132H01018
AUROIMPEX,SM,49.5,53.8,49.5,53.25,53.25,48,12800,662240.00,29-Jul-2025,8,INE0NUL01018
AUROPHARMA,EQ,1122.1,1160.7,1121.9,1158.1,1157.4,1127,800744,920193315.00,29-Jul-2025,31464,INE406A01037
AURUM,EQ,191.1,194.2,188.4,189.23,188.75,191.1,70454,13456817.61,29-Jul-2025,3971,INE898S01029
AUSOMENT,BE,103.71,108.95,103.71,108.44,108.44,109,2629,274549.94,29-Jul-2025,18,INE218C01016
APS,ST,599.9,599.9,554.45,554.45,554.45,583.6,126250,72450437.50,29-Jul-2025,334,INE0P0001010
AIIL,EQ,2650,2840,2640,2825.6,2818.2,2684.1,307782,846629214.00,29-Jul-2025,26865,INE206F01022
AUTOIND,EQ,74.66,75,73.25,73.92,73.8,74.05,42684,3160078.37,29-Jul-2025,923,INE718H01014
AUTOAXLES,EQ,1916,1925,1846.2,1872.1,1877,1929.2,18671,34956354.40,29-Jul-2025,4134,INE449A01011
ASAL,EQ,499,518.2,499,514.1,515.05,500.6,57965,29518116.15,29-Jul-2025,3317,INE900C01027
AVADHSUGAR,EQ,452,469,449.95,467.05,466.8,453.8,30634,14016777.65,29-Jul-2025,1531,INE349W01017
AVALON,EQ,798,823.95,790.95,821.35,818.8,799.1,147479,119089218.40,29-Jul-2025,16475,INE0LCL01028
AVANTEL,EQ,128.06,134,127.57,132.59,133.3,130.21,1120433,148263739.73,29-Jul-2025,12165,INE005B01027
AVANTIFEED,EQ,687.45,701.9,677.35,694.8,701.9,693,260536,179155196.65,29-Jul-2025,21572,INE871C01038
DMART,EQ,3976.3,4007.1,3931,3999,4005,3949.9,277427,1103529095.00,29-Jul-2025,24954,INE192R01011
AVG,EQ,251.9,254.65,246.45,248.65,248.3,244.95,14344,3584984.15,29-Jul-2025,1133,INE680Z01018
AVIANSH,SM,101.5,101.75,101,101,101,100.25,11000,1114000.00,29-Jul-2025,6,INE0TFB01017
AVONMORE,EQ,17.3,18,17,17.65,17.9,17.31,356649,6226395.35,29-Jul-2025,757,INE323B01024
AVPINFRA,SM,209.9,209.9,198.5,199.95,199.2,208.9,96800,19534960.00,29-Jul-2025,116,INE0R9401019
AVROIND,EQ,146.79,154,144,153.42,153.93,146.79,92538,13748419.27,29-Jul-2025,4777,INE652Z01017
AVTNPL,EQ,72.56,73.68,71.3,72.27,72.46,72.84,55827,4034566.58,29-Jul-2025,1658,INE488D01021
AWFIS,EQ,594,601.4,582.05,598.1,599.2,585.3,268165,159527307.25,29-Jul-2025,10146,INE108V01019
AWL,EQ,266.75,266.9,262.8,264.9,264.9,267.05,873625,231359411.10,29-Jul-2025,21721,INE699H01024
AXISBANK,EQ,1070.9,1078.7,1055.4,1064.2,1065,1073.6,15599773,16583521136.90,29-Jul-2025,126496,INE238A01034
AXISGOLD,EQ,80.46,84.59,80.46,82.49,82.46,82.53,1106916,91101433.09,29-Jul-2025,1384,INF846K01W80
AXISBNKETF,EQ,574.94,577.47,574.57,576.23,576.23,574.94,200,115017.09,29-Jul-2025,14,INF846K01X63
AXISBPSETF,EQ,13.18,13.18,12.77,12.79,12.8,12.8,5117935,65407584.91,29-Jul-2025,289,INF846K01Z04
AXISCETF,EQ,119,119.71,118.89,119.47,119.47,119,2346,280222.80,29-Jul-2025,35,INF846K016C7
AXISHCETF,EQ,151.83,152.75,150.94,152.57,152.3,151.29,5258,798563.98,29-Jul-2025,111,INF846K01Z12
AXISILVER,EQ,114.23,114.23,113.03,113.68,113.7,113.39,535577,60824573.75,29-Jul-2025,496,INF846K011K1
AXISNIFTY,EQ,270.55,272.31,269.46,271.91,271.65,270.54,15208,4121311.28,29-Jul-2025,159,INF846K01W98
AXISTECETF,EQ,382.9,385.29,379.84,383.63,385.29,382.9,5445,2077656.65,29-Jul-2025,141,INF846K01Y96
AXISVALUE,EQ,28.34,28.5,28.13,28.39,28.5,28.3,71725,2023188.85,29-Jul-2025,83,INF846KA1119
AXSENSEX,EQ,83.3,83.4,82.62,83.29,83.4,83.22,3788,314616.01,29-Jul-2025,33,INF846K010Q0
AXISCADES,BE,1252,1290,1236.4,1237.7,1236.4,1301.4,169322,210707507.50,29-Jul-2025,4009,INE555B01013
AXITA,EQ,9,9.09,8.94,8.94,8.95,8.92,4867200,43769707.72,29-Jul-2025,3587,INE02EZ01022
AYMSYNTEX,EQ,215.85,216.39,211.01,214.65,215,215.35,14906,3180328.41,29-Jul-2025,841,INE193B01039
AZAD,EQ,1496,1529.9,1480,1504.4,1497.9,1499.7,120291,181318832.10,29-Jul-2025,15587,INE02IJ01035
BBTCL,EQ,206.29,206.29,197,200.01,199.4,206.28,11493,2303494.19,29-Jul-2025,904,INE01EE01011
BAGFILMS,EQ,6.98,7.07,6.93,6.97,6.95,6.99,104832,732379.82,29-Jul-2025,225,INE116D01028
BLKASHYAP,EQ,71.97,73.4,70.36,72.24,72.18,71.97,707624,50941303.30,29-Jul-2025,5365,INE350H01032
STYLEBAAZA,EQ,268,279,262.8,274.15,272,267,159497,43274094.80,29-Jul-2025,5898,INE01FR01028
BABAFP,SM,37.7,37.8,37.1,37.8,37.8,36.7,6400,239760.00,29-Jul-2025,4,INE0QW501012
BAFNAPH,EQ,87.21,90.5,86.61,89.97,90.5,89.19,5821,516708.45,29-Jul-2025,137,INE878I01022
BAHETI,SM,590,590,570,580.4,580.45,577,17250,9962681.25,29-Jul-2025,33,INE029Q01017
BAIDFIN,EQ,12.45,12.45,11.79,12.09,12,12.22,208483,2518700.50,29-Jul-2025,566,INE020D01022
BAJAJ-AUTO,EQ,8089.5,8146,8056,8127.5,8139,8089.5,209998,1703063469.50,29-Jul-2025,29893,INE917I01010
BAJAJCON,EQ,233,233,226,227.04,228.5,230.7,665782,151949755.52,29-Jul-2025,14604,INE933K01021
BAJAJELEC,EQ,620,626.45,612.6,621.9,620,625.4,40390,25000815.40,29-Jul-2025,4397,INE193E01025
BAJFINANCE,EQ,875.05,894,873.5,886.55,887,880.5,11323854,10010120809.55,29-Jul-2025,222148,INE296A01032
BAJAJFINSV,EQ,1977.8,1984.5,1943.8,1972.6,1973.5,1977.8,847965,1668392005.30,29-Jul-2025,48518,INE918I01026
BAJAJHCARE,EQ,535,535,491.4,515.7,520,529.65,800192,404309262.65,29-Jul-2025,21264,INE411U01027
BAJAJHIND,EQ,23.95,24.42,23.66,24.2,24.24,24.06,6778047,163657134.56,29-Jul-2025,18344,INE306A01021
BAJAJHLDNG,EQ,13804,14117,13562,14062,14000,13802,47610,659769325.00,29-Jul-2025,17431,INE118A01012
BAJAJHFL,EQ,115,116.27,114.59,115.92,116.1,115.2,4246325,489955229.79,29-Jul-2025,32616,INE377Y01014
BAJEL,BE,227.99,236.5,222,234.79,234,226.7,61491,14045497.55,29-Jul-2025,654,INE0KQN01018
BALPHARMA,EQ,96.05,98.79,94.84,96.36,96.01,97.73,22527,2175662.64,29-Jul-2025,1243,INE083D01012
BALAMINES,EQ,1660.3,1725,1653.9,1711.6,1725,1668.5,40130,67812672.00,29-Jul-2025,7010,INE050E01027
BALAJIPHOS,ST,141,141,141,141,141,138,2000,282000.00,29-Jul-2025,1,INE0PQ601019
BALAJITELE,BE,89.99,89.99,86,87.69,87.37,90.17,90928,7927234.75,29-Jul-2025,525,INE794B01026
BALAXI,EQ,48.41,49.33,47.75,47.85,47.9,48.62,233886,11289198.63,29-Jul-2025,1383,INE618N01022
BALKRISIND,EQ,2679.4,2750,2668.7,2735.6,2736,2692.9,593468,1620178759.10,29-Jul-2025,50745,INE787D01026
BALKRISHNA,EQ,21.54,21.54,20.15,20.42,20.71,21.26,25868,533813.06,29-Jul-2025,346,INE875R01011
BALMLAWRIE,EQ,211,215.5,210.11,214.69,215,211.13,135369,28767198.04,29-Jul-2025,4212,INE164A01016
BALRAMCHIN,EQ,588,594,578.5,590.15,594,586.1,250904,147659721.70,29-Jul-2025,10476,INE119A01028
BALUFORGE,BE,622.4,630.3,609,624.1,623,622.4,62993,39284082.70,29-Jul-2025,1321,INE011E01029
BANARBEADS,EQ,120.65,122.94,116,117.96,117,119.56,3957,469262.43,29-Jul-2025,202,INE655B01011
BANCOINDIA,EQ,603,609.85,582.3,605.3,609.85,600.3,181974,108735224.80,29-Jul-2025,10503,INE213C01025
BANDHANBNK,EQ,175,176.75,172.3,173.44,173.9,175.03,6143547,1068078538.12,29-Jul-2025,39306,INE545U01014
IDFNIFTYET,EQ,270.79,271.23,269.41,271.23,271.23,270.69,415,112156.71,29-Jul-2025,24,INF194KA1U07
BANG,EQ,52.96,54.26,52.5,52.65,52.52,53.62,7937,420589.01,29-Jul-2025,177,INE863I01016
BANKBARODA,EQ,239.2,243.38,239.02,242.26,242.03,240.34,5783053,1399629269.48,29-Jul-2025,50215,INE028A01039
BANKINDIA,EQ,111.31,112.71,110.3,112.17,112.3,111.5,6272053,700006834.78,29-Jul-2025,28402,INE084A01016
MAHABANK,EQ,56.65,57,56.26,56.76,56.78,56.83,4819308,273726524.36,29-Jul-2025,17118,INE457A01014
BANKA,EQ,83,85.54,82.83,82.84,83.6,87.19,46363,3860580.15,29-Jul-2025,1927,INE862Y01015
BASML,EQ,30.84,31.4,29.84,30.38,30.2,29.96,146858,4466005.46,29-Jul-2025,1115,INE186H01022
BANARISUG,EQ,3763.2,3794.9,3750,3751.4,3750,3763.2,297,1117733.20,29-Jul-2025,125,INE459A01010
BANSALWIRE,EQ,415.95,415.95,408,410.15,410.3,413.1,80936,33321002.55,29-Jul-2025,4010,INE0B9K01025
BANSWRAS,EQ,144,150.99,144,148.36,147.99,143.99,15956,2345573.58,29-Jul-2025,546,INE629D01020
BVCL,EQ,42.14,44,41.2,43.79,44,42.14,36139,1562705.83,29-Jul-2025,784,INE139I01011
BARBEQUE,EQ,305,308.95,300.9,306.65,305,305.9,51605,15701806.10,29-Jul-2025,2343,INE382M01027
BARFLEX,ST,69.3,69.3,66,66.7,67,68.45,148000,9894400.00,29-Jul-2025,42,INE0QX401014
BBNPNBETF,EQ,56.44,56.51,56.16,56.42,56.42,56.32,230,12950.35,29-Jul-2025,6,INF251K01TL6
BBNPPGOLD,EQ,95.8,96.05,95.5,96.05,96.05,95.8,1711,163951.70,29-Jul-2025,28,INF251K01SU9
ASMS,EQ,13.65,13.65,13.47,13.53,13.49,13.51,151282,2047070.69,29-Jul-2025,576,INE855F01042
BASF,EQ,4870,5100,4848.5,5052.5,5060,4878,25797,128567863.50,29-Jul-2025,5819,INE373A01013
BASILIC,ST,416,425,405,409.9,412,411,11100,4577715.00,29-Jul-2025,33,INE0OCC01013
BATAINDIA,EQ,1201,1203.2,1187.1,1196,1198,1198.2,80803,96470682.40,29-Jul-2025,5711,INE176A01028
BAWEJA,SM,70.65,70.65,67.5,68.5,68.5,71.7,25600,1775480.00,29-Jul-2025,31,INE0JFJ01011
BAYERCROP,EQ,6330,6445,6302.5,6352,6330.5,6327.5,20187,128700804.00,29-Jul-2025,5534,INE462A01022
BCLIND,EQ,43.37,45.69,42.97,45.24,45.57,43.54,835036,37124131.23,29-Jul-2025,4641,INE412G01024
BEACON,SM,55.8,56.3,55.7,56.3,56.3,55.05,8000,448400.00,29-Jul-2025,8,INE639X01027
BEARDSELL,EQ,31.34,31.82,31,31.05,31.04,31.34,28504,889409.31,29-Jul-2025,238,INE520H01022
BEDMUTHA,EQ,145.64,145.74,142.99,144.07,144.03,144.3,1681,241602.18,29-Jul-2025,67,INE844K01012
BELLACASA,EQ,424.95,426.45,412.6,416.3,418,415.9,3481,1455005.45,29-Jul-2025,411,INE344T01014
BELRISE,EQ,126,132.6,125.2,131.79,131.8,126.15,14235397,1854416296.95,29-Jul-2025,53437,INE894V01022
BLAL,EQ,210,210.08,207.29,208.48,208.91,210.46,31040,6468606.83,29-Jul-2025,659,INE0N7W01012
BEML,EQ,3992.7,4081.9,3940.9,4063.4,4058,3994.7,377531,1519113411.50,29-Jul-2025,42612,INE258A01016
BERGEPAINT,EQ,560.1,575,554.9,571.5,572,560.1,661034,372929154.15,29-Jul-2025,38832,INE463A01038
BESTAGRO,EQ,431,484.75,431,463.5,467,440.7,306135,144214270.60,29-Jul-2025,8672,INE052T01013
BETA,SM,1723.9,1746.95,1650,1719.7,1746.95,1686.5,4620,7776384.00,29-Jul-2025,39,INE351Y01019
BEWLTD,ST,158,161,158,158.05,158,160.8,4500,714600.00,29-Jul-2025,9,INE0HQI01014
BFINVEST,EQ,477.9,483.75,473,482.4,481.1,477.9,14666,7016259.40,29-Jul-2025,1043,INE878K01010
BFUTILITIE,EQ,732,749.05,731.8,745.6,749,733.45,52842,39178049.30,29-Jul-2025,4429,INE243D01012
BANKBETF,EQ,57.1,57.1,56.51,56.95,57,56.82,9498,539615.27,29-Jul-2025,191,INF0QA701714
LIQUIDBETF,EQ,1041.05,1041.05,1041.01,1041.03,1041.02,1040.9,265962,276876508.68,29-Jul-2025,298,INF0QA701854
NIFTYBETF,EQ,251.29,252.62,250.7,252.58,252.62,250.94,1487,373870.32,29-Jul-2025,58,INF0QA701722
BGRENERGY,BE,97,102,94,100.99,101.5,97.71,90958,8888518.46,29-Jul-2025,451,INE661I01014
BHAGERIA,EQ,195.6,197.5,192.3,194.86,193.8,195.6,15322,2986083.67,29-Jul-2025,725,INE354C01027
BHAGCHEM,EQ,305.5,312,303.6,311.45,308.5,304,151270,46587061.90,29-Jul-2025,5632,INE414D01027
BHAGYANGR,BE,98.5,103.5,98.5,100.01,99.25,99.91,56103,5663570.35,29-Jul-2025,383,INE458B01036
BHANDARI,EQ,5.23,5.49,5.23,5.45,5.49,5.26,172633,929283.22,29-Jul-2025,417,INE474E01029
BEPL,EQ,108,111.2,106.9,110.19,110.06,108.25,288672,31411388.04,29-Jul-2025,6079,INE922A01025
BBL,EQ,2887.8,2974,2830,2948.8,2958,2847.9,44021,127740433.80,29-Jul-2025,6780,INE464A01036
BDL,EQ,1613,1633,1591.6,1623.1,1621,1621.8,1253255,2020818798.60,29-Jul-2025,52703,INE171Z01026
BEL,EQ,390,390.75,378,388.25,389.9,389.25,25307639,9746380764.20,29-Jul-2025,271353,INE263A01024
BHARATFORG,EQ,1188.5,1223.5,1185,1220.4,1219,1188.5,478123,577241717.00,29-Jul-2025,26068,INE465A01025
BHARATGEAR,EQ,96.4,103.85,93,96.95,95.4,95,429450,42841152.55,29-Jul-2025,3739,INE561C01019
BPCL,EQ,336,337.3,333.2,334.95,335.05,333.4,7809814,2617859351.15,29-Jul-2025,71929,INE029A01011
BHARATRAS,EQ,10950,11195,10774,10960,10930,10879,3728,41202681.00,29-Jul-2025,1481,INE838B01013
BRNL,EQ,20.84,20.91,20.5,20.7,20.75,20.55,83747,1729713.67,29-Jul-2025,651,INE727S01012
BHARATSE,BE,106.01,113,103.17,109.74,110.99,108.61,197933,21205795.67,29-Jul-2025,1184,INE415D01024
BHARATWIRE,EQ,190.99,194,186.16,192.18,193.4,189.43,134986,25594609.61,29-Jul-2025,3302,INE316L01019
BHARTIARTL,EQ,1880,1923.6,1880,1918.3,1913.7,1890.3,3748040,7174267314.50,29-Jul-2025,130565,INE397D01024
BHARTIHEXA,EQ,1749,1799.4,1719.2,1792.5,1794.6,1758.4,106620,188055583.00,29-Jul-2025,24447,INE343G01021
BIL,EQ,810.1,890.1,810.1,890.1,890.1,847.75,16045,13624411.80,29-Jul-2025,1279,INE828A01016
BHEL,EQ,236.25,241.6,234.25,240.55,241.1,236.75,4090733,973277973.90,29-Jul-2025,39368,INE257A01026
BIGBLOC,EQ,60.2,60.48,59.82,60.18,60.4,59.94,40611,2441067.83,29-Jul-2025,694,INE412U01025
BIKAJI,EQ,750,774,746.25,767.9,767.5,750.3,243323,186048554.40,29-Jul-2025,15889,INE00E101023
BIKEWO,ST,17.7,17.7,17.6,17.6,17.6,18,4000,70600.00,29-Jul-2025,2,INE0SQH01013
BILVYAPAR,BE,12.17,12.4,12.17,12.4,12.4,12.42,1718,21241.10,29-Jul-2025,17,INE071A01013
BIOCON,EQ,387.45,399.1,386,398.15,397.95,387.45,5529147,2187156458.00,29-Jul-2025,49747,INE376G01013
BIOFILCHEM,BE,45.6,45.6,44,44.2,44.2,44.33,4556,201652.14,29-Jul-2025,68,INE829A01014
BIRLACABLE,BE,165.65,173.9,165.65,172.62,171.1,166.14,8636,1473003.87,29-Jul-2025,176,INE800A01015
BIRLACORPN,EQ,1442.7,1528,1426.8,1512.9,1525,1443.4,207696,308191107.70,29-Jul-2025,18845,INE340A01012
BIRLANU,EQ,2265.3,2290,2241,2280.2,2275,2288.2,6276,14277722.70,29-Jul-2025,1147,INE557A01011
ABGSEC,EQ,110.13,110.59,109.94,110.32,110.11,110.59,788,86813.95,29-Jul-2025,31,INF209KC1134
